Account ID,Industry,Vertical, Total BRR ,# Buildings on Net,# Buildings not on Net
Acct-000561,Energy & Manufacturing,Manufacturing - Other,2141.0,1.0,0
Acct-001611,Telecommunications,National Carrier/ISP,30735.17,1.0,0
Acct-001582,Research & Education,K-12 Education,2139.02,1.0,0
Acct-003232,Professional Services,Consulting / Other Professional Services,3323.1,1.0,0
Acct-001034,IT Infrastructure,Colo/Hosting,32123.0,1.0,0
Acct-001550,Healthcare,Hospital/Clinic,32175.89,1.0,0
Acct-002078,Media & Content,Internet Content & Software,2100.0,1.0,0
Acct-000411,Research & Education,Higher Education,2080.0,1.0,0
Acct-001969,Media & Content,Internet Content & Software,2013.0,1.0,0
Acct-002101,Other Industry,Retail,2079.0,1.0,0
Acct-002907,Telecommunications,VOIP/VSP,2073.0,1.0,0
Acct-001590,Professional Services,Consulting / Other Professional Services,2073.0,1.0,0
Acct-002288,Professional Services,Consulting / Other Professional Services,2066.0,1.0,0
Acct-001983,Professional Services,Consulting / Other Professional Services,32549.0,1.0,0
Acct-001712,Government,Federal Government,2053.28,1.0,0
Acct-001989,Manufacturing,Manufacturing - Other,2034.0,1.0,0
Acct-003298,Media & Content,Internet Content & Software,2034.0,1.0,1
Acct-002300,IT Infrastructure,Cloud Service Provider,2019.0,1.0,0
Acct-001358,Energy & Manufacturing,Utilities,2016.0,1.0,0
Acct-001977,Professional Services,Consulting / Other Professional Services,2016.0,1.0,0
Acct-000493,Media & Content,AdTech,2014.0,1.0,0
Acct-002389,Government,State/Local Government,2014.0,1.0,2
Acct-001951,Professional Services,Consulting / Other Professional Services,33922.0,1.0,0
Acct-002122,Telecommunications,Wireless,1829.0,1.0,0
Acct-002094,Professional Services,Consulting / Other Professional Services,1818.0,1.0,0
Acct-002005,Other Industry,Real Estate / Construction,2200.0,1.0,0
Acct-001999,Finance,Finance - Other,1600.0,1.0,0
Acct-002217,Other Industry,Transportation,1575.0,1.0,0
Acct-002154,Professional Services,Consulting / Other Professional Services,1582.43,1.0,0
Acct-001481,Media & Content,Internet Content & Software,43826.0,1.0,0
Acct-000632,IT Infrastructure,Cloud Service Provider,43779.0,1.0,0
Acct-002074,Telecommunications,Wireless,1596.0,1.0,0
Acct-002241,IT Infrastructure,Colo/Hosting,1598.0,1.0,0
Acct-001450,Other Industry,Retail,1606.0,1.0,1
Acct-000010,Media & Content,Cable & Satellite,36652.26,1.0,1
Acct-003184,,,1611.0,1.0,0
Acct-001314,Other Industry,Non-Healthcare Insurance,43495.16,1.0,0
Acct-003087,Energy & Manufacturing,Manufacturing - Other,1616.0,1.0,0
Acct-002132,Other Industry,Telecommunications Equipment Provider,1620.0,1.0,0
Acct-002171,Finance,Finance - Other,1634.0,1.0,0
Acct-000532,Other Industry,Transportation,10023.0,1.0,0
Acct-003090,Media & Content,Internet Content & Software,1572.0,1.0,0
Acct-001246,Other Industry,Retail,1571.0,1.0,0
Acct-002072,Finance,Finance - Other,45510.58,1.0,0
Acct-002229,Professional Services,Consulting / Other Professional Services,1568.1,1.0,0
Acct-001802,Other Industry,Real Estate / Construction,1562.0,1.0,0
Acct-001796,Professional Services,Consulting / Other Professional Services,1556.0,1.0,0
Acct-001134,Telecommunications,Regional Carrier/ISP,1550.0,1.0,0
Acct-000318,Finance,Asset Management / Hedge Fund,45887.0,1.0,0
Acct-003181,,,1546.0,1.0,0
Acct-002237,IT Infrastructure,Colo/Hosting,1534.0,1.0,0
Acct-001808,Finance,Finance - Other,1534.0,1.0,0
Acct-000443,Other Industry,Accelerator,1529.26,1.0,0
Acct-003300,Professional Services,Engineering,1529.25,1.0,0
Acct-000481,Telecommunications,RLEC,46316.0,1.0,0
Acct-002277,Media & Content,Internet Content & Software,46993.0,1.0,0
Acct-000764,IT Infrastructure,Colo/Hosting,1529.25,1.0,0
Acct-002134,Professional Services,Consulting / Other Professional Services,1528.18,1.0,0
Acct-001991,Professional Services,Consulting / Other Professional Services,1642.0,1.0,0
Acct-002817,Media & Content,Internet Content & Software,1643.0,1.0,0
Acct-002833,Professional Services,Consulting / Other Professional Services,1653.25,1.0,0
Acct-001528,Energy & Manufacturing,Oil & Gas,1733.16,1.0,0
Acct-002135,Media & Content,Internet Content & Software,1803.07,1.0,0
Acct-002023,Professional Services,Consulting / Other Professional Services,1800.0,1.0,0
Acct-003196,Professional Services,Consulting / Other Professional Services,1800.0,1.0,0
Acct-002528,Telecommunications,Regional Carrier/ISP,1799.0,1.0,0
Acct-002549,Telecommunications,Regional Carrier/ISP,1790.6,1.0,0
Acct-001651,Media & Content,Internet Content & Software,1786.4,1.0,0
Acct-002410,Professional Services,Engineering,1784.13,1.0,0
Acct-002183,Media & Content,Internet Content & Software,1775.0,1.0,0
Acct-001131,Professional Services,Legal,37824.0,1.0,0
Acct-003057,,,1767.34,1.0,0
Acct-000327,Telecommunications,Regional Carrier/ISP,1762.24,1.0,0
Acct-001987,Research & Education,Higher Education,1760.0,1.0,0
Acct-001750,Media & Content,Internet Content & Software,1749.0,1.0,0
Acct-002097,Professional Services,Consulting / Other Professional Services,1747.06,1.0,0
Acct-002041,Professional Services,Consulting / Other Professional Services,1724.0,1.0,0
Acct-002658,Telecommunications,Reseller,1654.95,1.0,0
Acct-001978,Other Industry,Real Estate / Construction,1720.0,1.0,0
Acct-000846,Government,Federal Research,39457.0,1.0,2
Acct-003233,,,1716.16,1.0,0
Acct-002724,Media & Content,Internet Content & Software,1712.0,1.0,0
Acct-001565,Professional Services,Consulting / Other Professional Services,1711.0,1.0,0
Acct-001805,Government,Federal Government,1707.0,1.0,0
Acct-000217,Other Industry,Retail,41518.0,1.0,0
Acct-002375,Energy & Manufacturing,Manufacturing - Other,42427.86,1.0,0
Acct-001263,Media & Content,AdTech,42611.0,1.0,2
Acct-002821,Professional Services,Consulting / Other Professional Services,1669.0,1.0,0
Acct-002876,Media & Content,Internet Content & Software,1668.0,1.0,0
Acct-000594,Professional Services,Consulting / Other Professional Services,1666.47,1.0,0
Acct-002161,Other Industry,Retail,1666.3,1.0,0
Acct-001831,Media & Content,Internet Content & Software,1659.0,1.0,0
Acct-003203,,,2195.0,1.0,0
Acct-002034,IT Infrastructure,Cloud Service Provider,32031.0,1.0,0
Acct-000655,IT Infrastructure,Cloud Service Provider,2737.21,1.0,0
Acct-000089,Telecommunications,Wireless,26556.76,1.0,0
Acct-002295,Media & Content,Internet Content & Software,2939.0,1.0,0
Acct-002091,Media & Content,Media,2921.0,1.0,0
Acct-001616,Media & Content,Media,23717.0,1.0,0
Acct-001269,Media & Content,AdTech,23727.4,1.0,0
Acct-002163,Healthcare,Healthcare - Other,2895.0,1.0,0
Acct-000234,Telecommunications,Reseller,24296.0,1.0,0
Acct-001243,Research & Education,K-12 Education,2863.0,1.0,13
Acct-000047,Telecommunications,Reseller,24567.0,1.0,0
Acct-001902,Media & Content,Internet Content & Software,2814.18,1.0,0
Acct-002493,Energy & Manufacturing,Manufacturing - Other,24571.0,1.0,0
Acct-002111,Media & Content,Internet Content & Software,2785.0,1.0,0
Acct-001853,Media & Content,Internet Content & Software,2781.0,1.0,0
Acct-002258,Healthcare,Healthcare - Other,2778.14,1.0,0
Acct-002174,Professional Services,Consulting / Other Professional Services,2751.0,1.0,0
Acct-001089,Media & Content,Cable & Satellite,2747.0,1.0,0
Acct-002152,Media & Content,Internet Content & Software,2737.0,1.0,0
Acct-001856,Transportation & Logistics,Transportation - Other,24941.0,1.0,0
Acct-001254,Energy & Manufacturing,Utilities,2700.0,1.0,0
Acct-002179,Healthcare,Healthcare - Other,25323.0,1.0,0
Acct-001790,Telecommunications,Reseller,25455.0,1.0,0
Acct-002114,Other Industry,Real Estate / Construction,2684.0,1.0,0
Acct-001522,IT Infrastructure,Colo/Hosting,25625.0,1.0,0
Acct-003117,Telecommunications,Regional Carrier/ISP,2677.0,1.0,0
Acct-002201,Telecommunications,Regional Carrier/ISP,2676.0,1.0,0
Acct-001227,Professional Services,Consulting / Other Professional Services,2671.09,1.0,0
Acct-001696,IT Infrastructure,Cloud Service Provider,2663.26,1.0,0
Acct-002124,Professional Services,Consulting / Other Professional Services,2651.0,1.0,0
Acct-000076,Telecommunications,National Carrier/ISP,25914.0,1.0,0
Acct-002683,Energy & Manufacturing,Manufacturing - Other,2620.0,1.0,0
Acct-000563,Finance,Finance - Other,23697.4,1.0,0
Acct-000309,IT Infrastructure,Cloud Service Provider,2971.0,1.0,0
Acct-002539,Media & Content,Internet Content & Software,23367.0,1.0,0
Acct-003253,Energy & Manufacturing,Manufacturing - Other,22888.0,1.0,12
Acct-001998,Media & Content,Internet Content & Software,21399.0,1.0,0
Acct-002440,Other Industry,Retail,3313.37,1.0,0
Acct-000658,IT Infrastructure,Colo/Hosting,21509.0,1.0,0
Acct-001574,Professional Services,Consulting / Other Professional Services,3288.0,1.0,0
Acct-003092,Media & Content,Internet Content & Software,21599.0,1.0,0
Acct-001839,Professional Services,Legal,21785.0,1.0,0
Acct-001970,Finance,Asset Management / Hedge Fund,3259.09,1.0,0
Acct-001609,Energy & Manufacturing,Manufacturing - Other,3230.0,1.0,0
Acct-001087,Professional Services,Consulting / Other Professional Services,3218.0,1.0,0
Acct-003099,Media/Content,Internet Content & Software,3207.0,1.0,0
Acct-001979,Healthcare,Healthcare - Other,3203.0,1.0,0
Acct-000940,,,3200.0,1.0,0
Acct-002082,Professional Services,Consulting / Other Professional Services,3171.0,1.0,0
Acct-003171,Professional Services,Consulting / Other Professional Services,3140.0,1.0,0
Acct-001862,Professional Services,Consulting / Other Professional Services,23198.45,1.0,0
Acct-001992,Finance,Asset Management / Hedge Fund,3140.0,1.0,0
Acct-000113,Media & Content,Internet Content & Software,3126.0,1.0,0
Acct-001777,Other Industry,Real Estate / Construction,3117.0,1.0,0
Acct-001981,IT Infrastructure,Cloud Service Provider,3102.0,1.0,0
Acct-002426,Finance,Finance - Other,22949.0,1.0,0
Acct-002622,IT Infrastructure,Colo/Hosting,3069.0,1.0,0
Acct-001191,Professional Services,Consulting / Other Professional Services,3069.0,1.0,0
Acct-001927,Telecommunications,Regional Carrier/ISP,3059.0,1.0,0
Acct-001521,Telecommunications,Wireless,3023.0,1.0,0
Acct-003218,Media & Content,Internet Content & Software,3021.0,1.0,0
Acct-002445,Professional Services,Consulting / Other Professional Services,3008.0,1.0,0
Acct-001849,Media & Content,Internet Content & Software,3006.2,1.0,0
Acct-000438,Media & Content,Internet Content & Software,23114.0,1.0,0
Acct-003142,Finance,Finance - Other,2619.0,1.0,0
Acct-000227,Energy & Manufacturing,Manufacturing - Other,4150.0,1.0,0
Acct-002076,Other Industry,Retail,2334.0,1.0,0
Acct-003104,Energy & Manufacturing,Oil & Gas,2363.0,1.0,0
Acct-003095,IT Infrastructure,Cloud Service Provider,2500.0,1.0,0
Acct-001742,Other Industry,Retail,2291.0,1.0,0
Acct-001997,Professional Services,Consulting / Other Professional Services,27500.0,1.0,0
Acct-001462,Telecommunications,Wireless,28319.0,1.0,0
Acct-001759,Media & Content,Internet Content & Software,2408.0,1.0,0
Acct-000928,IT Infrastructure,Cloud Service Provider,2474.0,1.0,0
Acct-001268,Finance,Finance - Other,2294.0,1.0,0
Acct-002317,Professional Services,Commercial Systems Integrator,2408.0,1.0,0
Acct-002110,Professional Services,Consulting / Other Professional Services,2463.06,1.0,0
Acct-001447,Media & Content,Internet Content & Software,29070.0,1.0,0
Acct-000546,Media & Content,Internet Content & Software,28948.0,1.0,0
Acct-002420,IT Infrastructure,Cloud Service Provider,2417.0,1.0,0
Acct-001837,Professional Services,Consulting / Other Professional Services,2461.0,1.0,0
Acct-000631,IT Infrastructure,Cloud Service Provider,2452.0,1.0,0
Acct-001200,Other Industry,Hospitality,2447.0,1.0,0
Acct-003082,Media & Content,Internet Content & Software,2447.0,1.0,2
Acct-000810,Other Industry,Transportation,27532.58,1.0,0
Acct-001384,Other Industry,Hospitality,2417.0,1.0,0
Acct-002065,Professional Services,Consulting / Other Professional Services,27794.03,1.0,0
Acct-000638,Professional Services,Consulting / Other Professional Services,2306.07,1.0,0
Acct-003186,Professional Services,Consulting / Other Professional Services,2380.0,1.0,0
Acct-002641,Healthcare,Healthcare,2288.0,1.0,0
Acct-000681,IT Infrastructure,Colo/Hosting,29338.85,1.0,0
Acct-001553,Telecommunications,Wireless,2595.0,1.0,0
Acct-003228,Energy & Manufacturing,Manufacturing - Other,2342.28,1.0,0
Acct-003336,Other Industry,Real Estate / Construction,2565.06,1.0,0
Acct-001599,Telecommunications,Regional Carrier/ISP,2345.0,1.0,0
Acct-001986,Other Industry,Retail,2228.0,1.0,0
Acct-002471,Healthcare,Healthcare - Other,2345.0,1.0,0
Acct-003158,Professional Services,Consulting / Other Professional Services,2549.0,1.0,0
Acct-001838,Finance,Finance - Other,2331.0,1.0,0
Acct-003302,Professional Services,Commercial Systems Integrator,30381.2,1.0,0
Acct-002156,Professional Services,Consulting / Other Professional Services,2538.0,1.0,0
Acct-001589,Other Industry,Non-Healthcare Insurance,2536.0,1.0,0
Acct-002505,Professional Services,Consulting / Other Professional Services,2532.0,1.0,0
Acct-001065,Media & Content,Internet Content & Software,2345.0,1.0,0
Acct-002009,Other Industry,Real Estate / Construction,2257.0,1.0,0
Acct-003136,Finance,Finance - Other,2518.0,1.0,0
Acct-002815,Media & Content,Internet Content & Software,2513.0,1.0,0
Acct-001694,IT Infrastructure,Colo/Hosting,2507.0,1.0,0
Acct-000316,Telecommunications,Regional Carrier/ISP,2357.0,1.0,0
Acct-001968,Other Industry,Real Estate / Construction,2424.0,1.0,0
Acct-003246,Other Industry,Telecommunications Equipment Provider,1595.2,0.0,4
Acct-002674,Finance,Finance - Other,3122.0,0.0,1
Acct-003284,Media & Content,Internet Content & Software,5243.0,0.0,1
Acct-000023,Other Industry,Transportation,14975.0,0.0,2
Acct-003348,Finance,Insurance - Non-Healthcare,547386.09,0.0,1
Acct-003383,Energy & Manufacturing,Manufacturing - Other,10636.0,0.0,1
Acct-003446,Media & Content,Media,5593.0,0.0,3
Acct-003206,Other Industry,Telecommunications Equipment Provider,714.0,0.0,1
Acct-003464,Telecommunications,Regional Carrier/ISP,1490.36,0.0,1
Acct-003570,Professional Services,Legal,47646.0,0.0,1
Acct-003590,Other Industry,Non-Healthcare Insurance,21043.0,0.0,1
Acct-003498,Telecommunications,Regional Carrier/ISP,1474.2,0.0,1
Acct-003507,Energy & Manufacturing,Oil & Gas,9487.0,0.0,1
Acct-003530,IT Infrastructure,Cloud Service Provider,3433.16,0.0,2
Acct-003608,Professional Services,Consulting / Other Professional Services,82665.0,0.0,1
Acct-002551,Professional Services,Engineering,50428.49,0.0,1
Acct-001128,Healthcare,Healthcare,121100.0,0.0,7
Acct-000619,Finance,Finance - Other,22215.0,0.0,2
Acct-001156,Media & Content,Media,2141.0,0.0,1
Acct-003513,Media & Content,Internet Content & Software,22584.0,0.0,1
Acct-001291,Other Industry,Retail,50867.46,0.0,1
Acct-003320,Professional Services,Consulting / Other Professional Services,1020.0,0.0,1
Acct-003381,Other Industry,Retail,31736.63,0.0,2
Acct-003540,Energy & Manufacturing,Manufacturing - Other,1400.0,0.0,1
Acct-003576,Energy & Manufacturing,Manufacturing - Other,2957.0,0.0,4
Acct-001266,Professional Services,Consulting / Other Professional Services,42955.57,0.0,1
Acct-003380,Other Industry,Retail,34375.91,0.0,2
Acct-003467,Media & Content,AdTech,4151.0,0.0,1
Acct-000732,Energy & Manufacturing,Manufacturing - Other,1200.0,0.0,1
Acct-003480,Energy & Manufacturing,Manufacturing - Other,17413.2,0.0,1
Acct-003548,Telecommunications,Wireless,37047.0,0.0,2
Acct-001896,Telecommunications,PTT,12644.0,0.0,1
Acct-003465,Healthcare,Healthcare - Other,2200.0,0.0,1
Acct-003601,Healthcare,Pharmaceuticals / BioTech,27387.0,0.0,1
Acct-003524,Media & Content,Cable & Satellite,14737.0,0.0,4
Acct-001014,Research & Education,Higher Education,36233.0,0.0,1
Acct-003649,Healthcare,Health Insurance,17781.0,0.0,1
Acct-000722,Media & Content,Internet Content & Software,13106.44,0.0,2
Acct-003591,Finance,Finance - Other,4588.0,0.0,1
Acct-003379,Media & Content,Internet Content & Software,2656.0,0.0,2
Acct-003469,Media & Content,Media,26871.0,0.0,1
Acct-003552,Media & Content,Internet Content & Software,24571.0,0.0,1
Acct-003068,Energy & Manufacturing,Manufacturing - Other,107442.0,0.0,2
Acct-003622,Media & Content,Gaming/eSports,58137.0,0.0,3
Acct-003317,Energy & Manufacturing,Manufacturing - Other,7410.33,0.0,5
Acct-003343,Energy & Manufacturing,Manufacturing - Other,4872.0,0.0,1
Acct-001262,Telecommunications,Regional Carrier/ISP,2805.0,0.0,1
Acct-003399,Finance,Finance - Other,98339.0,0.0,1
Acct-003525,Research & Education,Higher Education,57271.0,0.0,3
Acct-002486,Media & Content,Media,39441.0,0.0,3
Acct-003461,Energy & Manufacturing,Manufacturing - Other,1731.13,0.0,6
Acct-000059,Media & Content,Media,7779.06,0.0,5
Acct-003562,IT Infrastructure,Cloud Service Provider,3970.0,0.0,1
Acct-003402,Professional Services,Consulting / Other Professional Services,1300.0,0.0,1
Acct-003322,Media & Content,Media,2619.21,0.0,2
Acct-003615,Government,Federal Government,23459.0,0.0,8
Acct-003471,Media & Content,Internet Content & Software,10790.0,0.0,1
Acct-002464,Telecommunications,National Carrier/ISP,33231.0,0.0,3
Acct-003569,Media & Content,Internet Content & Software,5455.0,0.0,1
